,index,url,brand,name,price,discount_price,thumbnail,category
111,111,https://store.musinsa.com/app/goods/2198101,지프,[기모]Half  Zip-Up M-Logo Sweat  (JM5TSU738IV),"69,000","44,850",https://image.msscdn.net/images/goods_img/20211026/2198101/2198101_1_500.jpg,sweatshirt
112,112,https://store.musinsa.com/app/goods/1536398,파르티멘토,[처비][미들 테리] 스트링 스웨트셔츠 차콜,"49,600","34,700",https://image.msscdn.net/images/goods_img/20200804/1536398/1536398_1_500.jpg,sweatshirt
113,113,https://store.musinsa.com/app/goods/2209409,내셔널지오그래픽,N214USW950 폴리카터 스몰 로고 풀기모 맨투맨 티셔츠 CARBON BLACK,"79,000",,https://image.msscdn.net/images/goods_img/20211101/2209409/2209409_1_500.jpg,sweatshirt
114,114,https://store.musinsa.com/app/goods/644038,마크 곤잘레스,스몰 사인 로고 맨투맨 그레이,"59,000","41,300",https://image.msscdn.net/images/goods_img/20170926/644038/644038_2_500.jpg,sweatshirt
115,115,https://store.musinsa.com/app/goods/2052957,팔렛,네로 맨투맨 아이보리,"69,000","31,050",https://image.msscdn.net/images/goods_img/20210809/2052957/2052957_2_500.jpg,sweatshirt
116,116,https://store.musinsa.com/app/goods/2244387,나이키,NSW CLUB 맨투맨,"89,000","48,900",https://image.msscdn.net/images/goods_img/20211123/2244387/2244387_1_500.jpg,sweatshirt
117,117,https://store.musinsa.com/app/goods/1782662,마르디 메크르디,SWEATSHIRT FLOWERMARDI_HEATHER GREEN,"75,000",,https://image.msscdn.net/images/goods_img/20210206/1782662/1782662_1_500.jpg,sweatshirt
118,118,https://store.musinsa.com/app/goods/2082264,커버낫,컬리지 로고 오버핏 맨투맨 헤더그레이,"69,000","44,850",https://image.msscdn.net/images/goods_img/20210824/2082264/2082264_3_500.jpg,sweatshirt
119,119,https://store.musinsa.com/app/goods/2100524,론론,HALF ZIP-UP SWEATSHIRT WHITE MELANGE,"55,000","38,000",https://image.msscdn.net/images/goods_img/20210831/2100524/2100524_1_500.jpg,sweatshirt
120,120,https://store.musinsa.com/app/goods/1209633,무신사 스탠다드,스웨트셔츠 [화이트],"20,900","18,790",https://image.msscdn.net/images/goods_img/20191101/1209633/1209633_3_500.jpg,sweatshirt
121,121,https://store.musinsa.com/app/goods/947070,무신사 스탠다드,스웨트 셔츠 [오트밀],"20,900",,https://image.msscdn.net/images/goods_img/20190201/947070/947070_3_500.jpg,sweatshirt
122,122,https://store.musinsa.com/app/goods/897631,[패밀리세일],캠프 바시티 피그먼트 스웨트셔츠 라이트 그레이,"56,000","39,900",https://image.msscdn.net/images/goods_img/20181104/897631/897631_1_500.jpg,sweatshirt
123,123,https://store.musinsa.com/app/goods/2171559,필루미네이트,오버핏 아치 로고 스웨트 셔츠-그린,"54,000","39,900",https://image.msscdn.net/images/goods_img/20211011/2171559/2171559_3_500.jpg,sweatshirt
124,124,https://store.musinsa.com/app/goods/2138747,리트리버클럽,RETRIEVER FRIENDS CREWNECK [GREEN],"72,000","54,000",https://image.msscdn.net/images/goods_img/20210917/2138747/2138747_1_500.jpg,sweatshirt
